client,year_month,total_amount,purchase_count,garden_purchase,target
client39233,2019-07,14355,6,0,0
client39233,2019-08,18488,11,0,0
client39233,2019-09,16482,9,0,1
client39234,2019-03,1133,1,0,0
client39234,2019-04,814,4,0,0
client39234,2019-05,2777,4,0,0
client39234,2019-06,149,1,0,1
client39234,2019-08,364,1,1,0
client39234,2019-09,4825,3,0,0
client39238,2018-04,1151,1,1,1
client39239,2019-06,2999,1,0,0
client39240,2018-04,3417,3,0,0
client39240,2018-05,8614,3,0,0
client39240,2018-06,5750,2,0,0
client39240,2018-07,3427,2,0,1
client39240,2018-08,8693,2,1,0
client39240,2018-11,2717,5,0,0
client39240,2018-12,3138,4,0,1
client39240,2019-01,2293,4,1,1
client39240,2019-04,9154,2,1,1
client39240,2019-05,5192,6,1,0
client39240,2019-06,3401,3,0,0
client39240,2019-07,945,2,0,1
client39241,2018-03,2001,2,1,0
client39241,2018-04,3896,1,0,1
client39241,2018-05,276,1,1,1
client39241,2018-08,905,2,1,0
client39241,2018-09,29,1,0,1
client39241,2018-10,3792,5,1,0
client39241,2018-11,994,2,0,0
client39241,2018-12,615,1,0,1
client39241,2019-02,309,1,1,0
client39241,2019-05,1399,2,0,0
client39241,2019-06,291,1,0,0
client39241,2019-07,441,2,0,0
client39241,2019-08,199,1,0,0
client39243,2018-01,319,1,0,0
client39243,2018-06,1298,1,0,0
client39243,2019-08,749,1,0,0
client39245,2019-03,1311,1,0,0
client39245,2019-07,10369,1,0,0
client39245,2019-09,2897,3,0,0
client39248,2019-01,10401,2,0,0
client39248,2019-02,69114,1,0,0
client39248,2019-03,9940,3,0,0
client39248,2019-05,753,2,0,0
client39248,2019-06,11736,4,0,0
client39248,2019-08,1838,2,0,0
client39249,2019-07,1977,2,0,0
client39249,2019-08,1827,2,0,0
client39249,2019-09,2135,4,0,0
client3925,2018-11,2395,1,0,0
client3925,2018-12,303,2,0,0
client3925,2019-01,2658,2,0,1
client3925,2019-02,5699,5,1,0
client3925,2019-03,1331,2,0,1
client3925,2019-04,979,5,1,0
client3925,2019-05,149,1,0,0
client3925,2019-06,1288,2,0,1
client3925,2019-07,175,2,1,0
client3925,2019-08,756,1,0,1
client3925,2019-09,59,1,1,0
client39250,2019-08,2999,1,0,0
client39252,2018-07,10514,2,1,1
client39252,2019-02,2529,1,1,1
client39252,2019-04,277,1,1,1
client39252,2019-06,23990,1,1,0
client39253,2018-10,4199,1,0,0
client39253,2019-02,130,1,0,1
client39253,2019-03,74,1,1,1
client39253,2019-04,4027,4,1,0
client39253,2019-05,236,1,0,1
client39253,2019-06,422,3,1,1
client39253,2019-07,167,1,1,0
client39253,2019-08,136,1,0,0
client39253,2019-09,5077,5,0,1
client39255,2018-03,4884,1,1,0
client39255,2018-12,2037,2,0,0
client39256,2018-02,1509,1,0,0
client39256,2019-07,170,1,0,0
client39257,2018-03,6296,2,0,0
client39257,2018-04,4295,2,0,0
client39257,2018-05,18480,3,0,0
client39257,2018-06,119,1,0,0
client39257,2018-07,488,1,0,0
client39257,2018-09,4771,2,0,0
client39258,2017-09,1338,1,0,0
client39258,2017-10,3343,3,0,0
client39258,2018-01,59,1,0,0
client39258,2018-06,298,1,0,0
client39259,2018-01,1549,1,0,0
client39259,2018-05,674,1,0,1
client39259,2019-05,187,1,1,0
client39260,2018-11,26309,3,0,0
client39260,2018-12,1092,1,0,0
client39262,2019-02,1114,1,0,1
client39265,2018-02,1097,1,0,0
client39265,2018-05,407,2,0,0
client39265,2018-07,1405,1,0,0
client39265,2018-11,782,1,0,0
client39265,2019-01,188,1,0,1
client39265,2019-03,1173,2,1,1
client39265,2019-04,1101,2,1,1
client39265,2019-05,5737,3,1,1
client39265,2019-06,12919,6,1,1
client39265,2019-07,228,1,1,1
client39265,2019-08,2245,3,1,1
client39265,2019-09,1256,1,1,1
client39266,2019-01,24029,6,0,0
client39266,2019-06,1031,1,0,0
client39268,2018-02,1308,1,0,1
client39268,2018-05,338,1,1,1
client39268,2018-06,13430,5,1,1
client39268,2018-07,2151,2,1,1
client39268,2018-08,747,1,1,1
client39268,2018-10,954,2,1,0
client39268,2018-11,279,1,0,1
client39268,2018-12,6169,4,1,1
client39268,2019-01,35977,11,1,0
client39268,2019-02,5847,4,0,0
client39268,2019-03,3884,7,0,0
client39268,2019-07,14914,3,0,0
client39268,2019-08,11732,16,0,0
client39268,2019-09,943,5,0,0
client39269,2018-10,1432,1,0,1
client39269,2019-06,6924,3,1,0
client39269,2019-07,152,1,0,0
client39270,2019-09,18925,7,0,1
client39273,2019-08,4999,1,0,0
client39274,2018-04,5792,3,0,0
client39274,2018-08,1433,1,0,0
client39274,2018-12,437,1,0,0
client39274,2019-03,438,1,0,1
client39274,2019-07,5076,2,1,1
client39275,2019-02,25454,2,0,0
client39275,2019-03,6080,2,0,0
client39275,2019-04,33280,2,0,0
client39275,2019-08,28751,2,0,0
client39276,2018-09,4214,2,0,0
client39276,2018-10,4524,1,0,0
client39277,2018-09,1554,1,0,0
client39278,2019-03,9501,3,0,0
client39280,2019-05,10354,1,0,0
client39281,2018-09,1197,1,1,0
client39281,2019-01,59784,13,0,0
client39281,2019-02,2429,3,0,0
client39281,2019-03,6462,2,0,0
client39283,2019-02,38486,2,1,0
client39283,2019-03,991,1,0,1
client39285,2018-04,3798,1,1,0
client39286,2019-02,8998,1,0,0
client39286,2019-03,50997,4,0,1
client39288,2017-09,853,1,0,0
client39288,2018-07,3997,3,0,0
client3929,2018-08,1173,1,1,0
client3929,2018-12,867,2,0,1
client3929,2019-03,1763,1,1,1
client39292,2018-11,47389,2,0,0
client39292,2018-12,1054,3,0,0
client39292,2019-01,1008,2,0,0
client39292,2019-02,86,1,0,0
client39292,2019-04,1265,5,0,0
client39292,2019-05,2304,2,0,0
client39292,2019-06,388,2,0,0
client39292,2019-07,179,1,0,0
client39292,2019-08,16533,3,0,0
client39292,2019-09,1943,6,0,0
client39293,2018-10,500,1,0,0
client39294,2019-09,5499,1,0,1
client39296,2018-09,912,1,0,0
client39297,2019-04,1101,1,0,0
client39297,2019-06,7956,8,0,0
client39297,2019-07,3531,3,0,0
client39298,2017-09,2005,1,1,1
client39298,2018-03,2570,3,1,1
client39298,2019-01,1515,1,1,1
client39299,2019-03,1233,1,0,1
client3930,2018-08,245,1,0,0
client39300,2018-08,2054,1,0,0
client39300,2018-10,3363,2,0,0
client39300,2018-11,561,2,0,0
client39301,2019-03,5808,3,1,0
client39301,2019-05,471,1,0,0
client39301,2019-07,103,1,0,0
client39301,2019-08,606,2,0,0
client39301,2019-09,87,1,0,1
client39304,2019-08,15310,5,0,0
client39304,2019-09,5544,5,0,0
client39307,2018-04,156,1,1,1
client39308,2017-11,12352,3,0,0
client39308,2018-01,1456,1,0,0
client39308,2018-03,2474,3,0,0
client39308,2018-05,438,1,0,0
client39308,2018-06,459,1,0,0
client39308,2018-07,27185,3,0,0
client39308,2018-11,942,3,0,0
client39308,2019-09,299,1,0,0
client39309,2018-02,1799,1,0,0
client39309,2018-03,2156,2,0,0
client39309,2018-04,584,1,0,0
client39309,2018-05,1644,1,0,0
client39309,2018-06,932,1,0,1
client39309,2018-08,44,1,1,0
client39309,2018-09,165,1,0,0
client39309,2018-10,1037,1,0,0
client39309,2019-04,677,1,0,1
client39309,2019-05,297,1,1,0
client3931,2017-09,8382,4,1,0
client3931,2018-04,1305,1,0,0
client3931,2018-05,754,1,0,0
client3931,2018-06,2313,5,0,0
client3931,2018-07,2271,4,0,0
client3931,2018-08,1525,1,0,1
client3931,2018-09,5213,1,1,0
client39310,2018-10,145,1,0,0
client39310,2018-12,756,1,0,0
client39310,2019-01,579,1,0,0
client39310,2019-02,474,1,0,0
client39310,2019-08,749,2,0,0
client39311,2018-01,7176,1,0,0
client39312,2019-06,1476,1,0,0
client39313,2018-04,2383,1,1,0
client39314,2019-07,6770,3,0,1
client39314,2019-08,29413,9,1,0
client39314,2019-09,1955,2,0,0
client39315,2018-10,6596,1,0,0
client39315,2018-12,158,1,0,1
client39315,2019-01,966,2,1,1
client39315,2019-02,376,1,1,1
client39315,2019-04,295,1,1,1
client39315,2019-06,52,1,1,1
client39315,2019-09,482,1,1,1
client39316,2018-09,926,1,1,0
client39316,2019-04,169,1,0,0
client39319,2018-11,4969,5,0,0
client39319,2018-12,500,1,0,0
client39319,2019-03,6859,4,0,0
client39319,2019-05,696,2,0,0
client39319,2019-06,1827,4,0,1
client39319,2019-07,3223,1,1,0
client39319,2019-08,1307,3,0,0
client39319,2019-09,3249,7,0,0
client39320,2018-09,3758,1,0,0
client39320,2018-10,1371,2,0,0
client39320,2018-11,7135,4,0,0
client39320,2018-12,699,1,0,0
client39320,2019-01,449,1,0,0
client39320,2019-03,766,2,0,0
client39320,2019-04,4349,2,0,0
client39320,2019-05,198,1,0,0
client39320,2019-06,634,2,0,0
client39320,2019-07,1485,2,0,1
client39320,2019-08,438,1,1,0
client39321,2018-08,743,1,1,0
client39322,2018-10,6930,9,0,0
client39322,2018-11,1636,2,0,0
client39322,2019-05,3692,3,0,0
client39322,2019-06,807,1,0,0
client39322,2019-07,989,1,0,0
client39323,2018-03,1163,2,1,1
client39323,2018-04,1431,1,1,0
client39326,2018-05,2367,2,0,0
client39326,2018-06,8456,2,0,0
client39326,2018-10,3211,3,0,0
client39326,2018-11,85,1,0,0
client39326,2019-03,1270,2,0,0
client39326,2019-04,399,1,0,0
client39326,2019-05,2826,1,0,0
client39327,2018-03,13488,1,0,0
client39327,2018-09,1434,2,0,0
client39327,2018-10,163,1,0,0
client39327,2019-04,176,1,0,1
client39327,2019-07,290,2,1,0
client39327,2019-08,89,1,0,0
client39327,2019-09,398,1,0,0
client39328,2019-05,3050,2,1,0
client39329,2017-11,919,1,0,1
client39329,2018-08,3290,4,1,0
client39329,2018-10,144,1,0,1
client39329,2018-11,618,1,1,0
client39329,2018-12,355,2,0,1
client39329,2019-04,507,2,1,1
client39329,2019-05,5914,3,1,1
client39329,2019-06,158,1,1,0
client39330,2018-05,2837,1,1,0
client39330,2019-04,6995,1,0,0
client39331,2018-08,3896,1,0,0
client39331,2018-09,194,1,0,0
client39331,2018-11,3483,3,0,0
client39331,2019-04,1380,3,0,0
client39332,2017-09,2658,1,0,0
client39332,2017-10,8769,3,0,1
client39332,2017-12,303,1,1,0
client39332,2018-03,526,1,0,0
client39332,2018-04,931,1,0,0
client39332,2018-06,660,1,0,0
client39332,2018-09,7043,5,0,0
client39332,2018-10,5662,2,0,0
client39332,2018-12,2363,2,0,0
client39332,2019-01,10987,4,0,0
client39332,2019-02,2341,2,0,0
client39332,2019-03,4435,6,0,0
client39332,2019-05,121,1,0,0
client39332,2019-06,345,1,0,0
client39333,2018-10,3297,1,0,0
client39333,2018-11,3193,2,0,0
client39333,2018-12,6570,3,0,0
client39333,2019-04,98,1,0,0
client39333,2019-06,265,1,0,0
client39333,2019-07,2006,2,0,0
client39333,2019-08,224,1,0,0
client39334,2018-10,12684,5,0,0
client39334,2018-11,17479,6,0,0
client39335,2018-09,1422,1,0,0
client39336,2019-05,4303,4,1,0
client39336,2019-06,4735,2,0,0
client39336,2019-08,260,1,0,0
client39336,2019-09,3378,2,0,0
client39337,2019-05,18860,8,1,1
client39337,2019-06,1382,3,1,1
client39337,2019-07,10967,1,1,0
client39337,2019-08,5439,2,0,1
client39339,2018-08,3634,1,0,0
client3934,2017-10,4984,2,0,0
client3934,2017-11,12815,4,0,0
client3934,2017-12,6675,3,0,0
client3934,2018-01,1650,1,0,0
client3934,2018-02,1969,2,0,0
client3934,2018-05,38578,5,0,0
client3934,2018-07,6301,5,0,0
client3934,2018-09,33598,5,0,0
client3934,2018-10,11552,4,0,0
client3934,2018-11,2343,2,0,0
client3934,2018-12,6086,4,0,0
client3934,2019-02,8705,2,0,0
client3934,2019-03,3147,2,0,0
client3934,2019-04,290,1,0,0
client3934,2019-06,8085,3,0,0
client3934,2019-07,5463,3,0,0
client3934,2019-08,4523,4,0,0
client3934,2019-09,12477,2,0,1
client39340,2019-04,25990,1,0,0
client39340,2019-05,321,1,0,0
client39340,2019-06,2826,4,0,0
client39340,2019-07,1212,1,0,0
client39340,2019-08,408,1,0,0
client39340,2019-09,32373,8,0,0
client39342,2018-09,6084,6,0,0
client39342,2018-10,3856,4,0,0
client39343,2019-09,11031,5,0,0
client39344,2018-09,1679,1,1,1
client39344,2019-03,2177,1,1,0
client39344,2019-05,6485,3,0,0
client39345,2018-02,7239,1,1,1
client39345,2018-03,6587,1,1,1
client39345,2018-04,6118,1,1,0
client39348,2018-07,1323,1,0,0
client39348,2018-08,3518,2,0,0
client39348,2018-09,451,1,0,0
client39348,2019-05,249,1,0,0
client3935,2018-05,298,1,0,1
client3935,2018-06,734,1,1,1
client3935,2019-07,5403,3,1,0
client39350,2019-06,1031,1,0,0
client39350,2019-07,59,1,0,0
client39351,2018-02,1509,1,1,1
client39351,2019-01,442,1,1,0
client39351,2019-03,621,2,0,1
client39351,2019-05,305,2,1,1
client39351,2019-07,5280,8,1,1
client39351,2019-08,2828,5,1,0
client39353,2018-05,18420,1,1,1
client39355,2018-10,1836,1,0,0
client39355,2018-12,10433,4,0,0
client39355,2019-06,397,1,0,0
client39355,2019-08,1548,3,0,0
client39355,2019-09,475,1,0,0
client39356,2018-03,3361,1,1,1
client39357,2018-12,760,1,0,0
client39357,2019-01,3527,1,0,0
client39357,2019-04,896,1,0,0
client39357,2019-06,23173,5,0,0
client39357,2019-07,297,1,0,0
client39357,2019-08,8848,3,0,0
client39357,2019-09,1203,3,0,0
client3936,2018-08,1073,1,0,0
client3936,2018-09,555,2,0,0
client3936,2018-10,119,1,0,1
client3936,2018-11,183,1,1,0
client3936,2018-12,522,2,0,1
client3936,2019-02,1030,2,1,0
client39360,2019-01,7255,1,1,1
client39360,2019-04,5233,1,1,1
client39360,2019-05,2574,1,1,1
client39360,2019-09,5208,2,1,1
client39361,2018-04,1237,1,1,1
client39361,2018-05,1266,1,1,1
client39361,2018-06,5691,3,1,1
client39361,2018-08,16285,3,1,1
client39361,2018-09,2724,1,1,0
client39361,2018-10,14145,4,0,0
client39361,2019-04,436,1,0,1
client39361,2019-06,1899,1,1,0
client39362,2017-11,39098,2,0,1
client39362,2018-03,8547,1,1,1
client39362,2018-07,49,1,1,0
client39363,2018-03,1088,1,1,1
client39363,2018-10,99,1,1,1
client39366,2018-02,1557,1,0,0
client39366,2018-08,19834,1,0,0
client39366,2019-06,10397,4,0,0
client39366,2019-07,724,1,0,1
client39366,2019-08,11640,2,1,0
client39366,2019-09,378,1,0,0
client39368,2018-08,5418,2,0,0
client39368,2018-09,7297,3,0,0
client39368,2018-10,5976,4,0,0
client39368,2018-12,899,1,0,1
client39368,2019-07,227,1,1,0
client39368,2019-08,2879,2,0,0
client39369,2018-06,13019,1,0,1
client39369,2018-09,99,1,1,0
client39369,2018-10,1298,1,0,1
client39369,2019-03,99,1,1,0
client3937,2018-01,5084,1,1,0
client3937,2018-11,1433,1,0,1
client3937,2018-12,769,1,1,1
client39371,2018-01,3337,1,1,0
client39372,2018-10,299,1,0,0
client39372,2018-11,555,2,0,1
client39372,2018-12,111,2,1,0
client39372,2019-03,173,1,0,1
client39372,2019-04,174,1,1,0
client39372,2019-05,298,1,0,0
client39372,2019-06,1395,2,0,0
client39372,2019-07,176,1,0,0
client39372,2019-08,159,1,0,0
client39372,2019-09,207,1,0,0
client39374,2018-08,8507,6,1,1
client39374,2018-09,2699,1,1,0
client39374,2018-11,6977,1,0,0
client39374,2018-12,655,1,0,0
client39374,2019-01,344,1,0,1
client39374,2019-02,2798,1,1,1
client39374,2019-03,2895,6,1,0
client39374,2019-04,366,1,0,0
client39376,2018-03,338,2,1,1
client39376,2019-01,757,2,1,1
client39376,2019-02,89,1,1,0
client39376,2019-03,160,1,0,1
client39376,2019-08,316,1,1,1
client39377,2017-11,1337,2,0,0
client39377,2017-12,2391,3,0,1
client39377,2018-03,94,2,1,1
client3938,2018-07,729,1,1,1
client3938,2018-08,3102,1,1,0
client3938,2018-10,1231,1,0,1
client39380,2019-07,6982,2,0,0
client39381,2019-01,1166,1,0,0
client39381,2019-02,3040,2,0,0
client39381,2019-03,775,1,0,0
client39381,2019-09,6016,3,0,0
client39384,2018-05,687,1,0,0
client39385,2017-11,111989,5,0,0
client39385,2017-12,6235,2,0,0
client39385,2018-01,903,2,0,1
client39385,2018-03,4729,3,1,1
client39385,2018-04,3171,3,1,1
client39385,2018-05,1558,3,1,1
client39385,2018-06,2140,2,1,0
client39385,2018-08,626,1,0,1
client39385,2018-09,214,1,1,0
client39385,2018-10,4361,1,0,0
client39385,2018-11,1750,1,0,0
client39385,2018-12,824,1,0,1
client39385,2019-04,1424,3,1,0
client39385,2019-05,196,1,0,1
client39385,2019-06,148,1,1,0
client39385,2019-09,649,2,0,0
client39387,2018-03,525,1,0,0
client39387,2018-09,18176,2,0,0
client39387,2018-11,935,1,0,1
client39387,2019-03,19299,3,1,0
client39387,2019-04,8469,2,0,0
client39388,2018-04,53734,8,0,1
client39388,2018-05,38166,16,1,0
client39388,2018-06,14840,12,0,0
client39388,2018-07,3179,9,0,0
client39388,2018-08,10716,1,0,0
client39388,2018-09,1170,3,0,0
client39388,2018-10,463,2,0,0
client39388,2018-11,847,3,0,0
client39388,2019-04,214,1,0,0
client39388,2019-09,127,1,0,0
client39389,2018-12,2157,1,0,0
client39389,2019-01,3067,2,0,0
client39391,2018-08,3436,1,1,1
client39394,2017-09,6804,1,0,0
client39395,2017-11,2246,2,0,0
client39395,2018-08,1909,1,0,0
client39395,2018-12,39,1,0,0
client39395,2019-01,1905,1,0,0
client39395,2019-06,574,2,0,0
client39396,2017-12,199,1,0,0
client39396,2019-05,1243,2,0,0
client39397,2018-08,10588,3,0,0
client39398,2018-10,11062,2,0,0
client39399,2017-10,8398,2,0,0
client39399,2017-12,119,1,0,0
client39399,2018-01,299,1,0,0
client39399,2018-02,3039,1,0,0
client39399,2018-03,3073,1,0,0
client39399,2018-04,183,1,0,0
client39399,2018-09,1288,1,0,0
client39399,2018-10,4812,3,0,0
client3940,2019-09,2697,2,0,0
client39401,2018-03,1198,1,0,0
client39402,2017-10,2419,2,0,0
client39402,2017-11,2201,3,0,0
client39402,2017-12,3663,1,0,0
client39402,2018-01,4688,2,0,0
client39403,2018-05,4098,2,1,0
client39403,2018-07,1504,1,0,1
client39404,2018-01,1881,1,0,0
client3941,2018-11,1590,1,1,1
client3941,2019-05,24670,2,1,1
client3941,2019-06,2466,1,1,1
client39410,2019-05,9229,2,0,1
client39410,2019-06,118,1,1,0
client39410,2019-08,106,1,0,0
client39410,2019-09,198,1,0,0
client39411,2017-11,15144,2,0,1
client39411,2018-01,1629,1,1,1
client39411,2018-02,3352,1,1,0
client39411,2018-03,3755,2,0,0
client39411,2018-04,103,1,0,1
client39411,2018-05,407,1,1,1
client39411,2018-06,3420,1,1,1
client39411,2018-07,5340,2,1,0
client39411,2018-09,1533,1,0,0
client39411,2018-12,230,1,0,1
client39411,2019-02,276,1,1,1
client39411,2019-03,3315,3,1,0
client39411,2019-04,6777,2,0,0
client39411,2019-07,7162,2,0,0
client39411,2019-08,2038,1,0,0
client39413,2019-04,13706,1,0,0
client39414,2018-04,3228,2,0,0
client39415,2018-09,14703,2,0,1
client39416,2018-02,2827,1,0,0
client39416,2018-10,3512,4,0,0
client39416,2018-11,379,1,0,1
client39416,2019-03,1355,1,1,0
client39416,2019-09,649,1,0,0
client39417,2019-08,7035,1,1,1
client3942,2019-05,5533,2,0,0
client3942,2019-09,2940,1,0,0
client39420,2019-04,3123,1,0,0
client39420,2019-05,849,3,0,0
client39421,2018-04,4302,1,1,0
client39421,2018-05,1173,2,0,0
client39421,2018-12,307,1,0,0
client39421,2019-03,199,1,0,1
client39422,2019-06,1215,1,0,0
client39423,2018-12,249,1,1,1
client39424,2017-11,7582,2,0,0
client39424,2017-12,1038,1,0,0
client39424,2018-02,69,1,0,0
client39424,2018-03,5986,1,0,0
client39424,2018-07,6293,1,0,0
client39424,2018-10,1152,3,0,0
client39424,2019-01,2242,1,0,0
client39425,2018-03,3823,2,0,0
client39425,2018-09,199,1,0,0
client39425,2018-10,372,3,0,0
client39425,2018-11,3407,5,0,0
client39425,2018-12,452,3,0,0
client39425,2019-02,159,1,0,0
client39426,2018-01,2129,3,0,0
client39430,2018-03,1068,2,1,0
client39430,2018-05,162,1,0,1
client39430,2018-06,619,1,1,0
client39430,2018-09,119,1,0,0
client39430,2018-10,2186,1,0,0
client39430,2018-11,506,1,0,0
client39430,2019-04,596,1,0,1
client39430,2019-05,210,1,1,0
client39430,2019-06,35,1,0,1
client39431,2017-10,2988,2,0,0
client39431,2018-02,1057,2,0,0
client39431,2018-03,1251,2,0,1
client39431,2018-04,9343,8,1,0
client39431,2018-06,198,1,0,1
client39431,2018-07,2851,2,1,1
client39431,2018-08,6466,2,1,0
client39431,2018-10,187,1,0,0
client39431,2018-11,359,1,0,1
client39431,2019-03,1366,1,1,1
client39431,2019-05,1462,3,1,0
client39431,2019-07,454,1,0,0
client39431,2019-08,5857,3,0,1
client39436,2018-03,5596,4,1,0
client39436,2018-04,2917,2,0,0
client39436,2018-06,548,1,0,0
client39437,2018-08,3745,3,0,0
client39437,2018-09,464,1,0,0
client39437,2018-10,1633,2,0,0
client39437,2018-11,1461,2,0,0
client39437,2018-12,5645,4,0,0
client39437,2019-05,874,3,0,0
client39437,2019-06,2064,2,0,0
client39437,2019-07,2031,2,0,0
client39437,2019-08,975,1,0,0
client39439,2018-05,2918,1,1,0
client39439,2018-06,6613,1,0,1
client39439,2018-09,1731,2,1,0
client39439,2019-01,834,1,0,1
client39439,2019-04,666,1,1,0
client39439,2019-05,20624,4,0,0
client39439,2019-06,13344,1,0,1
client39439,2019-07,707,1,1,1
client3944,2019-07,8999,1,0,0
client3944,2019-08,7161,3,0,0
client39440,2019-03,494,1,0,1
client39440,2019-04,27098,1,1,0
client39441,2018-03,4119,2,1,1
client39441,2018-06,3231,2,1,1
client39441,2018-08,3399,1,1,0
client39441,2018-10,10100,1,0,0
client39441,2018-11,8998,1,0,0
client39441,2019-02,1539,1,0,1
client39441,2019-03,4819,1,1,1
client39441,2019-05,1944,1,1,0
client39441,2019-06,741,1,0,1
client39442,2018-08,1092,1,0,1
client39442,2019-05,20445,9,1,1
client39442,2019-06,26735,10,1,1
client39442,2019-07,26512,12,1,0
client39442,2019-08,8702,4,0,0
client39442,2019-09,1700,1,0,1
client39444,2018-05,10248,1,0,0
client39444,2018-09,1470,2,0,0
client39444,2018-10,1634,1,0,0
client39444,2018-12,359,1,0,0
client39444,2019-01,310,1,0,0
client39444,2019-04,399,1,0,0
client39445,2019-01,13,1,0,0
client39446,2017-11,26147,1,0,0
client39446,2017-12,1092,1,0,0
client39446,2018-05,15998,1,0,0
client39446,2018-06,1615,1,0,1
client39446,2018-07,561,2,1,0
client39446,2018-08,17238,4,0,1
client39446,2018-10,9164,1,1,0
client39446,2018-11,7619,2,0,0
client39446,2018-12,2031,1,0,0
client39446,2019-03,18893,3,0,1
client39446,2019-05,2517,1,1,0
client39446,2019-06,2068,1,0,1
client39446,2019-07,2248,2,1,0
client39447,2018-04,3344,3,0,0
client39447,2018-08,1658,2,0,0
client39447,2018-10,95,1,0,0
client39447,2018-11,6167,2,0,1
client39447,2019-03,1134,2,1,0
client39447,2019-04,38055,9,0,0
client39448,2018-03,3599,1,0,0
client39448,2018-04,1477,1,0,1
client39448,2018-12,1372,3,1,0
client39448,2019-01,1204,2,0,0
client39448,2019-03,257,1,0,0
client39449,2018-04,6999,2,1,0
client39449,2018-10,887,1,0,1
client3945,2019-01,8598,1,0,1
client3945,2019-05,322,1,1,0
client39450,2017-09,615,1,1,1
client39450,2019-05,807,1,1,0
client39451,2019-05,1607,1,0,0
client39453,2017-10,1625,2,0,0
client39453,2018-02,2528,1,0,0
client39453,2018-08,13549,3,0,0
client39453,2018-09,2524,4,0,0
client39453,2018-10,5540,2,0,0
client39453,2018-11,4788,3,0,0
client39453,2019-02,502,2,0,0
client39453,2019-03,424,1,0,0
client39453,2019-04,774,2,0,0
client39453,2019-05,2237,3,0,0
client39453,2019-06,675,2,0,0
client39453,2019-07,5764,3,0,0
client39453,2019-08,8680,5,0,1
client39454,2018-03,4094,2,1,0
client39454,2018-12,132,1,0,0
client39455,2017-09,169,1,0,0
client39455,2017-10,454,1,0,1
client39455,2018-04,2112,1,1,0
client39455,2018-10,278,1,0,1
client39455,2018-11,3264,1,1,0
client39455,2018-12,264,1,0,1
client39455,2019-03,921,2,1,1
client39455,2019-04,487,2,1,0
client39455,2019-05,941,3,0,0
client39455,2019-06,4347,1,0,0
client39455,2019-07,434,2,0,0
client39455,2019-08,162,1,0,1
client39455,2019-09,502,2,1,1
client39456,2018-07,1372,1,1,1
client39459,2019-01,1697,5,1,0
client39459,2019-02,135,1,0,1
client39459,2019-05,341,1,1,0
client39459,2019-06,199,1,0,0
client39460,2019-02,3513,1,0,0
client39461,2018-11,165,1,0,0
client39463,2018-08,19922,2,0,0
client39463,2018-09,2718,1,0,0
client39463,2018-10,339,1,0,0
client39464,2018-12,1646,1,0,0
client39465,2019-06,1561,1,0,0
client39468,2017-09,708,2,1,1
client39468,2018-02,255,1,1,0
client39468,2018-03,116,1,0,1
client39468,2018-04,621,1,1,0
client39468,2018-08,217,1,0,1
client39468,2018-10,49,1,1,1
client39468,2019-01,613,2,1,1
client39468,2019-03,2266,1,1,0
client39468,2019-05,122,1,0,1
client39469,2018-07,1470,1,0,0
client39469,2018-08,4153,5,0,0
client39469,2018-11,1054,1,0,0
client39469,2018-12,9477,2,0,0
client39469,2019-01,360,1,0,0
client3947,2018-04,3948,1,0,1
client3947,2018-05,6158,1,1,0
client3947,2018-07,236,1,0,0
client3947,2018-09,79,1,0,1
client3947,2019-01,202,2,1,0
client3947,2019-03,511,1,0,1
client3947,2019-05,901,3,1,1
client3947,2019-06,878,1,1,0
client3947,2019-08,1044,1,0,0
client39474,2018-07,708,1,0,0
client39474,2018-11,358,1,0,0
client39474,2019-04,69,1,0,0
client39475,2018-04,6668,1,0,0
client39475,2019-01,2031,1,0,1
client39475,2019-09,373,2,1,0
client39476,2018-08,4567,2,0,1
client39476,2018-10,25473,4,1,0
client39476,2018-11,838,1,0,0
client39477,2017-12,7358,1,0,1
client39477,2018-01,879,1,1,1
client39477,2018-02,1699,1,1,1
client39477,2018-05,635,2,1,0
client39477,2018-08,638,1,0,0
client39477,2018-11,314,1,0,0
client39477,2018-12,144,1,0,1
client39477,2019-03,769,1,1,1
client39477,2019-06,2393,3,1,0
client39477,2019-08,554,1,0,0
client39478,2017-10,3216,1,0,0
client39478,2018-05,1734,1,0,0
client39479,2019-06,129245,1,0,0
client3948,2019-08,29435,3,0,1
client3948,2019-09,8419,9,1,0
client39481,2019-08,4398,2,1,1
client39481,2019-09,14342,7,1,1
client39482,2019-07,3124,1,0,0
client39482,2019-08,1204,3,0,1
client39482,2019-09,571,2,1,0
client39483,2018-03,258,1,0,0
client39483,2018-06,1405,1,0,0
client39483,2018-07,882,1,0,1
client39483,2018-10,376,1,1,1
client39483,2018-11,1464,1,1,1
client39484,2018-05,4105,1,1,0
client39489,2019-09,4099,4,1,0
client3949,2018-08,14291,4,0,0
client39491,2018-01,6465,3,0,1
client39491,2018-02,7379,6,1,1
client39491,2018-03,1638,2,1,1
client39491,2018-04,19430,8,1,1
client39491,2019-01,2392,1,1,1
client39491,2019-02,283,1,1,1
client39491,2019-03,4285,4,1,1
client39491,2019-04,1860,4,1,0
client39491,2019-05,55,1,0,1
client39491,2019-06,79,1,1,0
client39493,2018-05,1713,1,0,0
client39494,2019-02,2520,1,0,1
client39494,2019-03,4643,2,1,0
client39495,2018-01,9500,4,0,0
